session,label,scope_set_size,payload,bytes,order_index,stage,n,mean_us,p50_us,p95_us,p99_us
s1,scope_0_unscoped,0,128B,128,0,validate_plus_scope_check,1000,8.490,8.366,8.894,12.530
s1,scope_0_unscoped,0,128B,128,0,authorize_hitl,1000,0.136,0.135,0.151,0.223
s1,scope_0_unscoped,0,128B,128,0,execute_vault,1000,5.024,4.978,5.118,7.766
s1,scope_0_unscoped,0,128B,128,0,filter_pii,1000,0.361,0.354,0.383,0.510
s1,scope_0_unscoped,0,128B,128,0,total,1000,14.011,13.840,14.744,21.201
s1,scope_0_unscoped,0,1KiB,1024,0,validate_plus_scope_check,1000,8.207,8.083,8.444,12.128
s1,scope_0_unscoped,0,1KiB,1024,0,authorize_hitl,1000,0.124,0.123,0.140,0.167
s1,scope_0_unscoped,0,1KiB,1024,0,execute_vault,1000,5.901,5.834,5.973,8.428
s1,scope_0_unscoped,0,1KiB,1024,0,filter_pii,1000,0.927,0.919,0.955,1.059
s1,scope_0_unscoped,0,1KiB,1024,0,total,1000,15.159,14.967,15.601,21.547
s1,scope_0_unscoped,0,16KiB,16384,0,validate_plus_scope_check,1000,8.671,8.253,9.643,17.615
s1,scope_0_unscoped,0,16KiB,16384,0,authorize_hitl,1000,0.147,0.136,0.177,0.253
s1,scope_0_unscoped,0,16KiB,16384,0,execute_vault,1000,22.367,21.782,25.492,34.110
s1,scope_0_unscoped,0,16KiB,16384,0,filter_pii,1000,10.227,10.007,10.521,15.513
s1,scope_0_unscoped,0,16KiB,16384,0,total,1000,41.412,40.175,46.266,65.902
s1,scope_1_small,1,128B,128,1,validate_plus_scope_check,1000,8.302,8.133,9.034,12.279
s1,scope_1_small,1,128B,128,1,authorize_hitl,1000,0.130,0.125,0.166,0.194
s1,scope_1_small,1,128B,128,1,execute_vault,1000,4.824,4.762,4.979,6.481
s1,scope_1_small,1,128B,128,1,filter_pii,1000,0.316,0.308,0.337,0.477
s1,scope_1_small,1,128B,128,1,total,1000,13.572,13.327,14.688,18.649
s1,scope_1_small,1,1KiB,1024,1,validate_plus_scope_check,1000,8.325,8.168,8.952,12.407
s1,scope_1_small,1,1KiB,1024,1,authorize_hitl,1000,0.127,0.124,0.152,0.193
s1,scope_1_small,1,1KiB,1024,1,execute_vault,1000,5.963,5.878,6.058,9.111
s1,scope_1_small,1,1KiB,1024,1,filter_pii,1000,0.893,0.884,0.916,1.167
s1,scope_1_small,1,1KiB,1024,1,total,1000,15.307,15.053,16.358,21.500
s1,scope_1_small,1,16KiB,16384,1,validate_plus_scope_check,1000,8.591,8.338,9.515,14.641
s1,scope_1_small,1,16KiB,16384,1,authorize_hitl,1000,0.137,0.134,0.169,0.207
s1,scope_1_small,1,16KiB,16384,1,execute_vault,1000,22.091,21.765,24.093,29.666
s1,scope_1_small,1,16KiB,16384,1,filter_pii,1000,10.090,9.985,10.220,12.885
s1,scope_1_small,1,16KiB,16384,1,total,1000,40.909,40.225,45.425,56.264
s1,scope_20_large,20,128B,128,2,validate_plus_scope_check,1000,10.785,10.458,11.690,16.997
s1,scope_20_large,20,128B,128,2,authorize_hitl,1000,0.159,0.157,0.181,0.241
s1,scope_20_large,20,128B,128,2,execute_vault,1000,4.884,4.793,4.985,7.920
s1,scope_20_large,20,128B,128,2,filter_pii,1000,0.324,0.315,0.346,0.490
s1,scope_20_large,20,128B,128,2,total,1000,16.152,15.725,17.853,23.478
s1,scope_20_large,20,1KiB,1024,2,validate_plus_scope_check,1000,10.396,10.209,10.942,15.974
s1,scope_20_large,20,1KiB,1024,2,authorize_hitl,1000,0.165,0.162,0.186,0.235
s1,scope_20_large,20,1KiB,1024,2,execute_vault,1000,6.004,5.899,6.179,9.384
s1,scope_20_large,20,1KiB,1024,2,filter_pii,1000,0.926,0.915,0.962,1.148
s1,scope_20_large,20,1KiB,1024,2,total,1000,17.492,17.181,18.447,24.453
s1,scope_20_large,20,16KiB,16384,2,validate_plus_scope_check,1000,10.934,10.627,11.933,15.166
s1,scope_20_large,20,16KiB,16384,2,authorize_hitl,1000,0.165,0.159,0.195,0.279
s1,scope_20_large,20,16KiB,16384,2,execute_vault,1000,22.164,21.853,23.493,27.698
s1,scope_20_large,20,16KiB,16384,2,filter_pii,1000,10.142,9.993,10.494,12.727
s1,scope_20_large,20,16KiB,16384,2,total,1000,43.405,42.620,45.951,52.574
